,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,token,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
599,2020-10-21 00:00:12+00:00,,en,,,225841,90107,key party at my house,a hot tub. jets on.,104309271,2010-01-12 23:39:20+00:00,True,False,https://t.co/1NF8Nr7loz,177,18209,False,,1097,False,bob clendenin 🇺🇸,,bobclendenin,False,352726,http://pbs.twimg.com/profile_images/1382370288713621506/TnsINqeG_normal.jpg,,1318703598058962944,0,False,Twitter Web App,False,0,"['Yep', 'Clearly', 'omission']",Yep,Clearly,omission,,,,,,,,,,,,,,,,,,,,,
600,2020-10-21 00:00:12+00:00,,en,,,13167,17742,"$vdboii Artist 💿Link in bio /‘sad ‘boii/ noun 1. Stays up late having feelings about failed relationships, probably while watching anime 4️⃣2️⃣3️⃣",In my Head ,2851608850,2014-10-30 16:03:52+00:00,False,False,https://t.co/586mZiSBlR,2,680,False,,798,False,$vdboii➿,,sssysb_,True,000000,http://pbs.twimg.com/profile_images/1334479986779099139/kqCXMdlB_normal.jpg,,1318703598197407745,0,False,Twitter for iPhone,False,115597,"['Biden', 'If', 'make', '400k', 'year', 'taxes', 'higher', 'Guys', 'high', 'school', 'make', '35K', 'year']",Biden,If,make,400k,year,taxes,higher,Guys,high,school,make,35K,year,,,,,,,,,,,
601,2020-10-21 00:00:12+00:00,,en,,,208410,203586,"Trump supporter! Sick of this corruption going on in this country! Very aware of the UNIPARTY and their special interest, lobbyist, and wallstreet.",Sunshine state,3676047863,2015-09-16 15:24:22+00:00,False,False,,4,3429,False,,4242,True,#He'sWithme,,VollrathTammie,False,C0DEED,http://pbs.twimg.com/profile_images/1047807192857026560/QXeJY4Ys_normal.jpg,,1318703598080086017,0,False,Twitter Web App,False,18557,"['BREAKING', 'announces', 'turned', 'Hunter', 'Biden', 'hard', 'drive', 'Delaware', 'State', 'Police', 'due', 'pictures', 'of']",BREAKING,announces,turned,Hunter,Biden,hard,drive,Delaware,State,Police,due,pictures,of,,,,,,,,,,,
604,2020-10-21 00:00:12+00:00,,en,,,115530,90858,Don't be a spectator to history. Be a participant.,"California, USA",811454879101231104,2016-12-21 06:14:54+00:00,False,False,,18,748,False,,3570,True,First Contact,,ResistCentral,False,F5F8FA,http://pbs.twimg.com/profile_images/1395581365387628547/YpaHvsKp_normal.jpg,,1318703598352568320,0,False,Twitter for iPad,False,8103,"['Imagine', 'Republicans', 'took', 'COVID19', 'seriously', 'Hunter', 'Bidens', 'computer']",Imagine,Republicans,took,COVID19,seriously,Hunter,Bidens,computer,,,,,,,,,,,,,,,,
605,2020-10-21 00:00:12+00:00,,en,,,33068,21704,high-functioning bitch https://t.co/vb4XgDGQlN,,93476003,2009-11-29 20:47:12+00:00,False,False,,3,96,False,,490,False,Tigran (Top 98% on OF),,fkatigs,True,C0DEED,http://pbs.twimg.com/profile_images/1386388566553419776/WCbcOGMp_normal.jpg,,1318703598373498883,0,False,Twitter for iPhone,False,0,"['Didnt', 'ask', 'Kick', 'rocks']",Didnt,ask,Kick,rocks,,,,,,,,,,,,,,,,,,,,
606,2020-10-21 00:00:12+00:00,,en,,,42788,14395,Truth🙏🇺🇸🍿💥 and Justice,,829837774576578561,2017-02-09 23:41:57+00:00,False,False,,2,279,False,,651,True,#TWEXITING SOON,,Igtbagy2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1294231661866102784/UOEtl2eY_normal.jpg,,1318703598398771201,1,False,Twitter for iPhone,False,0,"['Name', '1', 'enough', 'empty', 'rhetoric']",Name,1,enough,empty,rhetoric,,,,,,,,,,,,,,,,,,,
607,2020-10-21 00:00:12+00:00,,en,,,85415,78574,"Twitter Nobody.
Delete Facebook/Meta.",,980905859382300672,2018-04-02 20:32:35+00:00,False,False,,7,769,False,,1415,True,Ugh,,ContrarySarie,False,F5F8FA,http://pbs.twimg.com/profile_images/980908330993373185/mBgTrpXF_normal.jpg,,1318703598235086848,2,False,Twitter Web App,False,0,['Speaking'],Speaking,,,,,,,,,,,,,,,,,,,,,,,
608,2020-10-21 00:00:12+00:00,,en,,,157236,156607,"Army Vet 68-71 , HSU, retired law enforcement professional, SF. CA.
Resist Trumpism/Fascism.",,1853059508,2013-09-11 02:19:20+00:00,False,False,,1,2103,False,,4981,True,alan barnes,,alanbarnes20,True,C0DEED,http://pbs.twimg.com/profile_images/1199842554205753344/tmpksX7F_normal.jpg,,1318703598419795969,0,False,Twitter for Android,False,200,"['Trump', 'back', 'campaign', 'trail', 'attempting', 'mount', 'Coviddenying', 'homestretch', 'comeback', '', 'minions', 'aim', 'suppres']",Trump,back,campaign,trail,attempting,mount,Coviddenying,homestretch,comeback,,minions,aim,suppres,,,,,,,,,,,
609,2020-10-21 00:00:12+00:00,,en,,,63432,190837,Mom. Wife. Artist. *Stay engaged*,"Bucks County, PA",492643594,2012-02-14 23:32:42+00:00,False,False,,20,1181,False,,2031,True,Lisa Jordan,,lbraunli,True,C0DEED,http://pbs.twimg.com/profile_images/1036051219964411910/98W44iZ6_normal.jpg,,1318703598403026944,0,False,Twitter for iPad,False,3275,"['BREAKING', 'Apparently', 'NYTimes', 'uncovered', 'secret', 'bank', 'account', 'Trump', 'China']",BREAKING,Apparently,NYTimes,uncovered,secret,bank,account,Trump,China,,,,,,,,,,,,,,,
610,2020-10-21 00:00:12+00:00,,en,,,9774,933,,"Gainesville, FL",1596486163,2013-07-15 18:27:52+00:00,False,False,,0,16,False,,82,True,Mark Jacobson,,marksjacobson,False,C0DEED,http://pbs.twimg.com/profile_images/729027775231889409/uka9NyTa_normal.jpg,,1318703598503604224,0,False,Twitter for Android,False,30977,"['I', 'president', 'pushes', 'towards', 'future', 'Not', 'one', 'clings', 'past']",I,president,pushes,towards,future,Not,one,clings,past,,,,,,,,,,,,,,,
611,2020-10-21 00:00:13+00:00,,en,,,37417,5055,,,2862728318,2014-10-18 14:01:33+00:00,False,False,,0,351,False,,529,True,kass,,kcarolinewall,True,C0DEED,http://pbs.twimg.com/profile_images/1249230774840115201/W2NGBFBI_normal.jpg,,1318703600198103040,0,False,Twitter for iPhone,False,61164,"['Listening', 'scientists', 'bad', 'thing', 'I', 'cant', 'believe', 'said']",Listening,scientists,bad,thing,I,cant,believe,said,,,,,,,,,,,,,,,,
612,2020-10-21 00:00:13+00:00,,en,,,33166,105196,"Former Chair, MultiCultural Outreach- Scott County Dems & former Campaign Mngr for IA State Rep. @akoabdulsamad #Liberal #Independent #Bernie2020",DC - MD - IL - IA,87313007,2009-11-03 23:33:45+00:00,False,False,,86,1852,False,,3000,False,Soldierette!!,,DCSoljaGurl,False,A89916,http://pbs.twimg.com/profile_images/1203092432411168769/Njd1uy1__normal.jpg,,1318703600994902016,0,False,Twitter for Android,False,356,"['We', 'end', 'forprofit', 'schemes', 'embedded', 'mass', 'incarceration', 'The', 'corrections', 'budget', '1', 'line']",We,end,forprofit,schemes,embedded,mass,incarceration,The,corrections,budget,1,line,,,,,,,,,,,,
613,2020-10-21 00:00:13+00:00,,en,,,7481,7054,,"Maine, USA",318499455,2011-06-16 15:50:38+00:00,False,False,,0,111,False,,435,True,..way life should be,,BRETT167,False,C0DEED,http://pbs.twimg.com/profile_images/1138164550107324416/52nCTyan_normal.jpg,,1318703601674555393,0,False,Twitter for Android,False,18104,"['My', 'birthday', 'wish', 'year', 'For', 'everyone', 'go', 'vote']",My,birthday,wish,year,For,everyone,go,vote,,,,,,,,,,,,,,,,
614,2020-10-21 00:00:13+00:00,,en,,,6348,4574,,,1126727122821607424,2019-05-10 05:54:14+00:00,False,False,,0,11,True,,92,True,Franklin jenkins,,Frankli03339563,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1318703601888284672,0,False,Twitter for Android,False,1308,"['Heard', 'endorsed', 'President', 'Trump', 'reelection', 'All', 'welcome', 'aboard', 'Trump', 'Train', '']",Heard,endorsed,President,Trump,reelection,All,welcome,aboard,Trump,Train,,,,,,,,,,,,,,
615,2020-10-21 00:00:13+00:00,,en,,,53261,17277,"#Aries 🐐, CFC ⭕,
Budding photog 📸
Aspiring filmmaker 🎥
#KingDariusPhotography",Somewhere over the rainbow,333945525,2011-07-12 10:11:45+00:00,False,False,,1,572,False,,672,False,King,,DariusTheBookie,True,D4E77D,http://pbs.twimg.com/profile_images/1315748686417334272/3-OTXq4o_normal.jpg,,1318703601825579013,0,False,Twitter for Android,False,7625,"['No', 'African', 'President', 'spoken', 'happening', 'Nigeria', 'Donald', 'Trump', 'got', 'Covid', 'tweeted', 'immedi']",No,African,President,spoken,happening,Nigeria,Donald,Trump,got,Covid,tweeted,immedi,,,,,,,,,,,,
616,2020-10-21 00:00:13+00:00,,en,,,9141,21377,Trying to reach the top because it's too crowded at the bottom,Southern California,1532567174,2013-06-20 02:16:06+00:00,False,False,,2,308,False,,2857,True,Fabi4n Gom3z,,fabi4ngom3z,True,C0DEED,http://pbs.twimg.com/profile_images/1217204856873574400/c-0pdRqq_normal.jpg,,1318703601716375555,1,False,Twitter for iPhone,False,0,"['Yes', 'I', 'think', 'Trump', 'qualified', 'president', 'No', 'I', 'think', 'family', 'qualifie']",Yes,I,think,Trump,qualified,president,No,I,think,family,qualifie,,,,,,,,,,,,,
617,2020-10-21 00:00:13+00:00,,en,,,19069,2665,#communism stand 🚩🖤 international solidarity forever 🚩🇬🇲🕊,Gambia,1317465245154234368,2020-10-17 13:59:42+00:00,False,False,,3,1206,False,,3179,True,ous sankara 🚩✊🏾,,ousmanj17335759,False,F5F8FA,http://pbs.twimg.com/profile_images/1461830723703345157/mR-RU5S__normal.jpg,,1318703601892663301,0,False,Twitter for iPhone,False,1,"['Immortal', 'Technique', '', 'The', '4th', 'Branch', 'Lyrics', 'via', 'RevolutionNow', 'Portlandprotests', 'pr']",Immortal,Technique,,The,4th,Branch,Lyrics,via,RevolutionNow,Portlandprotests,pr,,,,,,,,,,,,,
618,2020-10-21 00:00:13+00:00,,en,,,4108,2044,Certified #Mindfulness Instructor & expert in PE settings #Breathe -hoping to cultivate more compassion & empathy in our world https://t.co/DROBgStzPr,"Dallas, TX",3926982554,2015-10-17 17:15:00+00:00,False,False,https://t.co/3j2xDIFido,27,765,False,,1642,True,Crystal,,mindfullyso,False,C0DEED,http://pbs.twimg.com/profile_images/1151138734634491907/gSKkieXr_normal.jpg,,1318703601947168769,0,False,Twitter for iPhone,False,36,"['So', 'I', 'wife', 'especially', 'significant', 'mother', 'survived', 'month', 'Covid', 'unit', 'amp']",So,I,wife,especially,significant,mother,survived,month,Covid,unit,amp,,,,,,,,,,,,,
619,2020-10-21 00:00:13+00:00,,en,,,52473,27913,g'nothi s'auton. #TheResistance. 🤚🏽LIST PLZ.,,33944725,2009-04-21 15:53:37+00:00,False,False,,9,2377,False,,3782,False,Claire McCaskill’s Cake 🥮💙🌈,,pjam55,True,153AD1,http://pbs.twimg.com/profile_images/378800000762335627/29105ca89cea4b3e6c6ecc7bd265f820_normal.jpeg,,1318703601947013120,0,False,Twitter for iPhone,False,17491,"['Breaking', 'New', 'NYT', 'Trump', 'taxes', 'report', 'Trumps', 'tax', 'records', 'show', 'Trump', 'maintains', 'previously', 'unknown', 'bank', 'account', 'in']",Breaking,New,NYT,Trump,taxes,report,Trumps,tax,records,show,Trump,maintains,previously,unknown,bank,account,in,,,,,,,
620,2020-10-21 00:00:13+00:00,,en,,,2222,91377,Democratic parent. The USA needs gun control to protect our children and others. Trumpeters blocked! American 🇺🇸,,20113718,2009-02-05 01:54:24+00:00,False,False,,3,138,False,,296,True,Valerie Hogan,,ValerieHogan,False,C0DEED,http://pbs.twimg.com/profile_images/181047777/Val_2008_small_normal.JPG,,1318703601942896640,0,False,Twitter for iPhone,False,0,"['Trump', 'abruptly', 'storms', '60', 'Minutes', 'interview', 'refuses', 'return', 'report', 'SmartNews']",Trump,abruptly,storms,60,Minutes,interview,refuses,return,report,SmartNews,,,,,,,,,,,,,,
621,2020-10-21 00:00:13+00:00,,en,,,87,1938,,,1267752838098280448,2020-06-02 09:40:34+00:00,False,False,,0,17,True,,16,True,Adebayo Islamiyat,,meeyah35,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1318703601913679876,0,False,Twitter for Android,False,2,"['Can', 'imagine', 'soldiers', 'shoting', 'armless', 'protesters', 'Endsars', 'protest']",Can,imagine,soldiers,shoting,armless,protesters,Endsars,protest,,,,,,,,,,,,,,,,
622,2020-10-21 00:00:13+00:00,,en,,,3243,7980,"Born in Upstate NY, grew up on dairy farm just outside Watertown, NY, former Officer, US Army and Sales/Marketing professional today.  Live free!","Morrisville, NC",627933603,2012-07-05 23:54:20+00:00,False,False,,7,996,False,,2594,True,Mark Dries,,MarkDries1,True,C0DEED,http://pbs.twimg.com/profile_images/2372733981/c6eeyw5l2dwvdbxzm3uy_normal.jpeg,,1318703601959788548,0,False,Twitter Web App,False,10,"['New', 'Trump', 'Ad', 'set', 'drop']",New,Trump,Ad,set,drop,,,,,,,,,,,,,,,,,,,
623,2020-10-21 00:00:13+00:00,,en,,,124496,125642,A 🤖 curating news that keeps you informed without getting you down,,1255848224574763009,2020-04-30 13:15:41+00:00,False,False,,0,53,False,,18,True,News Sound Bites,,bites_sound,False,F5F8FA,http://pbs.twimg.com/profile_images/1267805912116297729/9d_CmH6b_normal.jpg,,1318703602035195905,0,False,soundbites.news retweeter,False,18,"['After', 'ballot', 'box', 'fire', 'registrar', 'sorting', 'votes', 'salvaged']",After,ballot,box,fire,registrar,sorting,votes,salvaged,,,,,,,,,,,,,,,,
624,2020-10-21 00:00:13+00:00,,en,,,27710,35891,Psalms 30:5 | Proudly Ghanaian | #fixghana #fixthecountry,,708036833,2013-10-10 16:03:10+00:00,False,False,,1,285,False,,356,True,withlove_nb 🇬🇭,,_natalia91,True,C0DEED,http://pbs.twimg.com/profile_images/1197283710720233472/F9aPN9e6_normal.jpg,,1318703602068787200,0,False,Twitter for iPhone,False,80,"['Other', 'African', 'leaders', 'need', 'speaking', 'right', 'now', 'Akufo', 'Addo', 'better', 'run', 'English', 'Trump', 'rona', 'he']",Other,African,leaders,need,speaking,right,now,Akufo,Addo,better,run,English,Trump,rona,he,,,,,,,,,
625,2020-10-21 00:00:13+00:00,,en,,,128877,47610,"Foster Mom To Many Pups, I am their voice for they are voiceless. ❤️🐾❤️ Conservative, #TRUMP2024  🇺🇸🇺🇸 2nd Amendment, Constitutionalist, Wife, Mother",Mississippi,163723622,2010-07-07 03:30:37+00:00,False,False,,12,2944,False,,4414,False,🇺🇸Robin Phillips🇺🇸,,Airforcemom2005,True,9C1CE6,http://pbs.twimg.com/profile_images/1450246271009165314/VZqlHHXN_normal.jpg,,1318703602093989889,0,False,Twitter for iPhone,False,45,"['In', 'Florida', 'played', 'Jamaican', 'heritage', 'yesterday', 'Now', 'needs', 'decide', 'Jamaican', 'Indian', 'o']",In,Florida,played,Jamaican,heritage,yesterday,Now,needs,decide,Jamaican,Indian,o,,,,,,,,,,,,
626,2020-10-21 00:00:13+00:00,,en,,,213605,119017,Writer. Blogger. Follow politics like others follow guys in cars. Likes politicians that rock. Crank and polemicist. Otherwise agreeable guy.,"Richmond, VA",236955375,2011-01-11 19:06:06+00:00,False,False,,12,886,False,,2569,True,chris Not Ted Cruz crews,,christophcrews,False,C0DEED,http://pbs.twimg.com/profile_images/1403360697732505609/ruJ6HuVu_normal.jpg,,1318703602026860544,0,False,Twitter for iPhone,False,11957,"['If', 'Im', 'elected', 'president', 'I', 'wont', 'waste', 'minute', 'getting', 'virus', 'control', 'Heres', 'Ill', 'it']",If,Im,elected,president,I,wont,waste,minute,getting,virus,control,Heres,Ill,it,,,,,,,,,,
627,2020-10-21 00:00:13+00:00,,en,,,21690,2181,"father, husband, polo, author, eli, biophile, soccer fan","Aiken, SC",237456711,2011-01-12 22:01:10+00:00,False,False,https://t.co/9VsDmX2lB4,6,619,False,,425,True,Adam C Snow,,AdamCSnow,True,C0DEED,http://pbs.twimg.com/profile_images/1287535534202650624/cOYCawIi_normal.jpg,,1318703602127540226,0,False,Twitter for iPhone,False,8359,"['Just', 'daily', 'reminder', '116', 'days', 'ago', 'learned', 'potential', 'Russian', 'plot', 'put', 'bounties', 'heads', 'our']",Just,daily,reminder,116,days,ago,learned,potential,Russian,plot,put,bounties,heads,our,,,,,,,,,,
628,2020-10-21 00:00:13+00:00,,en,,,160485,99880,Retired marketing professional and an independent woman with strong views for justice for all.,Pinehurst NC,898298608558145536,2017-08-17 21:40:52+00:00,False,False,,2,1100,False,,2017,True,Vickie Rushing,,VickieRushing1,False,F5F8FA,http://pbs.twimg.com/profile_images/989988259802513408/39IBzJq0_normal.jpg,,1318703602106617858,0,False,Twitter for iPad,False,559,"['Trump', 'falsely', 'smears', 'China', 'PROJECTION', 'Bidens', 'public', 'financial', 'disclosures', 'amp', 'tax', 'returns', 'show', 'ZE']",Trump,falsely,smears,China,PROJECTION,Bidens,public,financial,disclosures,amp,tax,returns,show,ZE,,,,,,,,,,
629,2020-10-21 00:00:13+00:00,,en,,,316735,86654,Christian and supporter of America First and President Trump also on Gab @Bhatchco,,1589371008,2013-07-12 20:59:18+00:00,False,False,,9,5967,False,,5673,True,bonnie hatch,,1hatchco,False,C0DEED,http://pbs.twimg.com/profile_images/1067526985709248512/iq7rxe9q_normal.jpg,,1318703602052046848,0,False,Twitter for iPad,False,652,"['There', 'one', 'worked', 'harder', 'PA', 'I', 'met', 'young', 'man', 'came', 'to']",There,one,worked,harder,PA,I,met,young,man,came,to,,,,,,,,,,,,,
630,2020-10-21 00:00:13+00:00,,en,,,84325,49924,"Cyber Network Communication / 2025 Japan World Expo Committee : Official Member / I Was Born in Taisho-ku, Osaka / OSAKA FIRST / MAKE OSAKA GREAT AGAIN",Japan,298725992,2011-05-14 20:37:10+00:00,False,False,https://t.co/4nhi37QyGu,7,246,False,,378,False,Ryota Manzen,,RYOTA_0412,True,C0DEED,http://pbs.twimg.com/profile_images/1585768455/is-6_normal.jpeg,,1318703602135789568,0,False,Twitter for iPhone,False,2590,"['Early', 'voting', 'started', 'North', 'Carolina', 'Please', 'vote', 'Nov', '3rd', 'Visit', 'https']",Early,voting,started,North,Carolina,Please,vote,Nov,3rd,Visit,https,,,,,,,,,,,,,
631,2020-10-21 00:00:13+00:00,,en,,,218432,441158,"By living who I’m not, I figured out who I am.",,820344569527226370,2017-01-14 18:59:21+00:00,False,False,,11,1718,False,,2302,True,belle,,upchuck66,False,F5F8FA,http://pbs.twimg.com/profile_images/845044155944521728/Yv9ggspU_normal.jpg,,1318703602135949320,0,False,Twitter for iPhone,False,11957,"['If', 'Im', 'elected', 'president', 'I', 'wont', 'waste', 'minute', 'getting', 'virus', 'control', 'Heres', 'Ill', 'it']",If,Im,elected,president,I,wont,waste,minute,getting,virus,control,Heres,Ill,it,,,,,,,,,,
633,2020-10-21 00:00:13+00:00,,en,,,3220,9836,In Boston WeHockey! BRUINS,"Boston, MA",158507643,2010-06-22 22:12:10+00:00,False,False,,13,796,False,,775,False,Savage Pauly Beatz,,pbeatz1,False,000000,http://pbs.twimg.com/profile_images/1047273965750820870/uVJGc_qa_normal.jpg,,1318703602052046849,0,False,Twitter for iPhone,False,20310,"['Wonder', 'never', 'hear', 'administrations', 'work', 'combat', 'human', 'trafficking', 'Today', 'Trump', 'Admin']",Wonder,never,hear,administrations,work,combat,human,trafficking,Today,Trump,Admin,,,,,,,,,,,,,
634,2020-10-21 00:00:13+00:00,,en,,,278689,112552,"No lists. Democrat. Let's ""build back better!""  BLM!    I'm from a long line of ANTIFAscists
I vet before following. If u participate in lists, don't bother",,1048326771807068161,2018-10-05 21:39:14+00:00,False,False,,3,501,False,,482,True,Blue in red TN-NO LISTS!,,MarshaPieroni,False,F5F8FA,http://pbs.twimg.com/profile_images/1183078478540877824/0AkIf9OX_normal.jpg,,1318703602224029697,1,False,Twitter Web App,False,0,"['I', 'would', 'vote', 'tRump', 'dt', 'failure', 'pay', 'income', 'tax', 'alone', 'Let', 'alone', 'thousands', 'atrocities']",I,would,vote,tRump,dt,failure,pay,income,tax,alone,Let,alone,thousands,atrocities,,,,,,,,,,
635,2020-10-21 00:00:13+00:00,,en,,,9236,1438,"Flamenco, philosophy, politics, and puttering. Every day, think as you wake up: today I am fortunate to have woken up...",,1315328927532036097,2020-10-11 16:30:36+00:00,False,False,,0,24,False,,144,True,GottaCastanet,,GottaCastanet,False,F5F8FA,http://pbs.twimg.com/profile_images/1319864823035854848/PP_tjid0_normal.jpg,,1318703602198773761,0,False,Twitter Web App,False,11957,"['If', 'Im', 'elected', 'president', 'I', 'wont', 'waste', 'minute', 'getting', 'virus', 'control', 'Heres', 'Ill', 'it']",If,Im,elected,president,I,wont,waste,minute,getting,virus,control,Heres,Ill,it,,,,,,,,,,
636,2020-10-21 00:00:13+00:00,,en,,,72200,13661,"Product Owner by trade, political junkie in life. Unabashed liberal who understands compromise is needed to make progress. #RidinWithBiden",,60888417,2009-07-28 12:21:09+00:00,False,False,,2,246,False,,621,True,Scarlett Riu - MASK UP! 😷,,scarlettriu,False,C0DEED,http://pbs.twimg.com/profile_images/1399730179409338368/8BgrgCHc_normal.jpg,,1318703602148515840,0,False,Twitter for Android,False,88,"['Ice', 'Cube', 'is', 'dangerous', 'says', 'Brittney', 'Cooper', 'Cube', 'got', 'showed', 'ass', 'Trump']",Ice,Cube,is,dangerous,says,Brittney,Cooper,Cube,got,showed,ass,Trump,,,,,,,,,,,,
637,2020-10-21 00:00:13+00:00,,en,,,12755,8845,#Beacon22 🇺🇸,,1247366039144456197,2020-04-07 03:30:18+00:00,False,False,,0,90,False,,230,True,🆃🅰🅼🅱2🆆🆃🆆,,TAMB2WTW,False,F5F8FA,http://pbs.twimg.com/profile_images/1306773821802901504/q3YcReGR_normal.jpg,,1318703602240716807,0,False,Twitter Web App,False,7573,"['Ron', 'Johnson', 'Fox', 'News', 'suggesting', 'theres', 'child', 'pornography', 'computer', 'purportedly', 'belongs', 'Hunter', 'Biden', 'https']",Ron,Johnson,Fox,News,suggesting,theres,child,pornography,computer,purportedly,belongs,Hunter,Biden,https,,,,,,,,,,
638,2020-10-21 00:00:13+00:00,,en,,,141550,114061,"Vote blue to save America. 
No DMs.   💙💙💙💙💙💙💙💙💙","Massachusetts, USA",1308830413683646466,2020-09-23 18:08:02+00:00,False,False,,2,5393,False,,5633,True,Deb Demands Democracy,,deb_523,True,F5F8FA,http://pbs.twimg.com/profile_images/1391220858329382915/-4xvZztM_normal.jpg,,1318703602186203143,0,False,Twitter for Android,False,1967,"['I', 'pleased', 'inform', 'that', 'sake', 'Democracy', 'America', 'antics', 'longer', 'matter', 'It', 'over', 'You']",I,pleased,inform,that,sake,Democracy,America,antics,longer,matter,It,over,You,,,,,,,,,,,
639,2020-10-21 00:00:13+00:00,,en,,,30,8,Dazed & Confused !!!,In the Cobwebs of my Mind,1032073740652302336,2018-08-22 01:15:29+00:00,False,False,,0,0,False,,22,True,Sir Lester,,SirLester2,False,F5F8FA,http://pbs.twimg.com/profile_images/1032074806890520576/uF9E_rhD_normal.jpg,,1318703602211442688,0,False,Twitter Web App,False,0,"['Thats', 'rightvote', 'Trump', '', 'Biden', 'government', '30', 'years', 'state', 'still', 'bro']",Thats,rightvote,Trump,,Biden,government,30,years,state,still,bro,,,,,,,,,,,,,
640,2020-10-21 00:00:13+00:00,,en,,,9085,2261,Navy Veteran (Pilot)                           Management Consultant               AU Management Prof,Virginia,19378394,2009-01-23 03:07:55+00:00,False,False,,0,52,False,,84,True,Dominick Issi,,seawolf51,False,C0DEED,http://pbs.twimg.com/profile_images/1081249922496614400/MwBtnByK_normal.jpg,,1318703601771040768,0,False,Twitter Web App,False,0,"['Good', 'try', 'boy', 'HEY', '', 'whaddabout', 'YOU']",Good,try,boy,HEY,,whaddabout,YOU,,,,,,,,,,,,,,,,,
641,2020-10-21 00:00:13+00:00,,en,,,40154,44333,,myrtle beach s.c.,16476489,2008-09-26 22:50:02+00:00,False,False,,93,263,False,,751,True,tomzack,,tomzack,True,C0DEED,http://pbs.twimg.com/profile_images/649010435304386560/wC_T7eea_normal.jpg,,1318703602370793473,0,False,Twitter for iPad,False,4,"['This', 'new', 'President', 'Trump', 'asked', 'campaign', 'put', 'video', 'together', 'BidenHarris', 'past', 'positions', 'fracking', 'it']",This,new,President,Trump,asked,campaign,put,video,together,BidenHarris,past,positions,fracking,it,,,,,,,,,,
642,2020-10-21 00:00:13+00:00,,en,,,6095,1965,,,762772103271702528,2016-08-08 22:06:55+00:00,False,False,,0,6,False,,137,True,Kellbell28,,kellbell285,False,F5F8FA,http://pbs.twimg.com/profile_images/762785634360537088/1Ojfxu7J_normal.jpg,,1318703602274390018,0,False,Twitter Web App,False,3399,"['please', 'watch', 'Amazing']",please,watch,Amazing,,,,,,,,,,,,,,,,,,,,,
643,2020-10-21 00:00:13+00:00,,en,,,65786,32264,Nebraska husker fan retired lineman and IBEW member.Born Jan  18 1956,"Nebraska, USA",1243274347202121737,2020-03-26 20:31:44+00:00,False,False,,0,391,False,,579,True,Dave Lyons,,DaveLyo78332221,False,F5F8FA,http://pbs.twimg.com/profile_images/1420477518688161793/OSFOnsmV_normal.jpg,,1318703602240663552,0,False,Twitter for Android,False,4729,"['Really', 'big', 'deal', 'folks', 'JoeKnew']",Really,big,deal,folks,JoeKnew,,,,,,,,,,,,,,,,,,,
644,2020-10-21 00:00:13+00:00,,en,,,29,636,Tubby furry shit machine,United States,33140258,2009-04-19 05:29:42+00:00,False,False,,0,3,False,,41,False,LitterKing,,twopillsaway,False,000000,http://pbs.twimg.com/profile_images/652971168140423168/5jFEppmN_normal.jpg,,1318703602324656133,0,False,Twitter for iPhone,False,0,"['How', 'pay', 'fair', 'share', 'taxes', 'b4', 'running', 'mouth']",How,pay,fair,share,taxes,b4,running,mouth,,,,,,,,,,,,,,,,
645,2020-10-21 00:00:13+00:00,,en,,,17831,14667,"Tax Accountant, Writer,  Carolina Dog Rescue",South Carolina,2343390624,2014-02-14 10:25:52+00:00,False,False,,1,169,False,,455,True,KDTaylor,,ktaylor42059,False,C0DEED,http://pbs.twimg.com/profile_images/1378597851257835520/s2sS1fL8_normal.jpg,,1318703602949607432,0,False,Twitter Web App,False,14917,"['The', 'real', 'looting', 'America', '644', 'billionaires', 'becoming', '931', 'billion', 'richer', 'pandemic', 'Republicans', 'contin']",The,real,looting,America,644,billionaires,becoming,931,billion,richer,pandemic,Republicans,contin,,,,,,,,,,,
646,2020-10-21 00:00:14+00:00,,en,,,73886,77467,Earthling. Windmill Cancer survivor 😉,,82165892,2009-10-13 19:06:00+00:00,False,False,,3,421,False,,591,False,Wayne Kankovsky,,waynekankovsky,True,2200E3,http://pbs.twimg.com/profile_images/378800000731820353/106be95dac9cdf44b8504b4a609f3a06_normal.jpeg,,1318703603641683970,0,False,Twitter for iPhone,False,232,"['Since', '1965', 'Head', 'Start', 'programs', 'helped', '37m', 'children', 'need', 'most', 'Its', 'shamefulespecially', 'HeadStar']",Since,1965,Head,Start,programs,helped,37m,children,need,most,Its,shamefulespecially,HeadStar,,,,,,,,,,,
